                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r24.08.1"          1.0000000000000000E+001          8.9000000000000004E+000          2.2000000000000002E+000                       "gfortran"                         "13.3.0"           "aarch64-macos-24.7.1"                       "20250323" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             125          1.4514838714905368E+007          2.1989622118015490E+000          1.8955572384513843E+001          2.0536927426923049E+002          2.3075199356093313E+002          7.3746503048042209E+000          6.9922711635342427E+000         -1.7989072637777703E-001         -2.8128257695854830E-001          1.0000000000000000E+001          8.9000000000000004E+000         -8.4521309493057075E+001         -8.4521309493057075E+001         -8.4521309493057075E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851807550288108E+053         -1.8502325206824027E+035          0.0000000000000000E+000         -1.8502325206824027E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             130          1.4733019049240014E+007          2.1989466059314799E+000          1.8955482700223069E+001          2.0536976010164679E+002          2.3075253944005257E+002          7.3746154132024850E+000          6.9922380810787237E+000         -1.7083537137545288E-001         -2.7664575596232044E-001          1.0000000000000000E+001          8.9000000000000004E+000         -7.9194188129817235E+001         -7.9194188129817235E+001         -7.9194188129817235E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851680155905553E+053         -1.8502637444001648E+035          0.0000000000000000E+000         -1.8502637444001648E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             135          1.4932158116433043E+007          2.1989323618703813E+000          1.8955400841832478E+001          2.0537020354307091E+002          2.3075303768884376E+002          7.3745835662609691E+000          6.9922078854163399E+000         -1.6225611514027830E-001         -2.7230343460325185E-001          1.0000000000000000E+001          8.9000000000000004E+000         -7.4331314914266855E+001         -7.4331314914266855E+001         -7.4331314914266855E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851563877763302E+053         -1.8502922130300393E+035          0.0000000000000000E+000         -1.8502922130300393E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             140          1.5114919015826842E+007          2.1989192891733551E+000          1.8955325714932396E+001          2.0537061052134459E+002          2.3075349496780291E+002          7.3745543382004630E+000          6.9921801728447344E+000         -1.5411082710292487E-001         -2.6824521006302854E-001          1.0000000000000000E+001          8.9000000000000004E+000         -6.9877065325332495E+001         -6.9877065325332495E+001         -6.9877065325332495E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851457161342459E+053         -1.8503183235453672E+035          0.0000000000000000E+000         -1.8503183235453672E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             145          1.5282525228212425E+007          2.1989073003600796E+000          1.8955256816824683E+001          2.0537098375906237E+002          2.3075391433602516E+002          7.3745275334466553E+000          6.9921547579302157E+000         -1.4639032764358639E-001         -2.6444649860253105E-001          1.0000000000000000E+001          8.9000000000000004E+000         -6.5786442232346317E+001         -6.5786442232346317E+001         -6.5786442232346317E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851359292624103E+053         -1.8503422608784490E+035          0.0000000000000000E+000         -1.8503422608784490E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             150          1.5436994110392258E+007          2.1988962511578332E+000          1.8955193318425096E+001          2.0537132774705682E+002          2.3075430083938969E+002          7.3745028294449853E+000          6.9921313348428331E+000         -1.3905122562307143E-001         -2.6088156941991963E-001          1.0000000000000000E+001          8.9000000000000004E+000         -6.2019872984326099E+001         -6.2019872984326099E+001         -6.2019872984326099E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851269093951846E+053         -1.8503643200750986E+035          0.0000000000000000E+000         -1.8503643200750986E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             155          1.5579362002463257E+007          2.1988860674599024E+000          1.8955134793877651E+001          2.0537164479188050E+002          2.3075465706952869E+002          7.3744800605165182E+000          6.9921097464941839E+000         -1.3209764051464490E-001         -2.5754705994897137E-001          1.0000000000000000E+001          8.9000000000000004E+000         -5.8552020113505556E+001         -5.8552020113505556E+001         -5.8552020113505556E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851185960439752E+053         -1.8503846304863433E+035          0.0000000000000000E+000         -1.8503846304863433E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             160          1.5710963451963531E+007          2.1988766538241968E+000          1.8955080694709391E+001          2.0537193786441918E+002          2.3075498636451596E+002          7.3744590132782921E+000          6.9920897905653163E+000         -1.2548199456304843E-001         -2.5440635586894278E-001          1.0000000000000000E+001          8.9000000000000004E+000         -5.5343582581117552E+001         -5.5343582581117552E+001         -5.5343582581117552E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851109113018711E+053         -1.8504034155099547E+035          0.0000000000000000E+000         -1.8504034155099547E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             165          1.5832578368388532E+007          2.1988679544787919E+000          1.8955030700423269E+001          2.0537220870061077E+002          2.3075529067484356E+002          7.3744395630411841E+000          6.9920713488322930E+000         -1.1920981408913152E-001         -2.5146321176518516E-001          1.0000000000000000E+001          8.9000000000000004E+000         -5.2378880216901067E+001         -5.2378880216901067E+001         -5.2378880216901067E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3851038096451288E+053         -1.8504207602573787E+035          0.0000000000000000E+000         -1.8504207602573787E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             170          1.5945410415406490E+007          2.1988598833368416E+000          1.8954984316301918E+001          2.0537245998026006E+002          2.3075557301152818E+002          7.3744215173358008E+000          6.9920542388053528E+000         -1.1325358796362156E-001         -2.4869938113829232E-001          1.0000000000000000E+001          8.9000000000000004E+000         -4.9631840918970369E+001         -4.9631840918970369E+001         -4.9631840918970369E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850972208016354E+053         -1.8504368476769407E+035          0.0000000000000000E+000         -1.8504368476769407E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
