                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                      "r24.08.1"          1.0000000000000000E+001          8.9000000000000004E+000          2.2000000000000002E+000                       "gfortran"                         "13.3.0"           "aarch64-macos-24.7.1"                       "20250323" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             260          1.7076929461191121E+007          2.1987789403587241E+000          1.8954519141203491E+001          2.0537498005390160E+002          2.3075840455494563E+002          7.3742405413350847E+000          6.9918826464967294E+000         -4.5187075910014488E-002         -2.1873630491296689E-001          1.0000000000000000E+001          8.9000000000000004E+000         -2.2361761697294259E+001         -2.2361761697294259E+001         -2.2361761697294259E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850311424431144E+053         -1.8505979117104633E+035          0.0000000000000000E+000         -1.8505979117104633E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             265          1.7109939745202646E+007          2.1987765788997509E+000          1.8954505569935520E+001          2.0537505357727525E+002          2.3075848716547785E+002          7.3742352614441131E+000          6.9918776403706282E+000         -4.2944631330315369E-002         -2.1779730537704145E-001          1.0000000000000000E+001          8.9000000000000004E+000         -2.1577643862443612E+001         -2.1577643862443612E+001         -2.1577643862443612E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850292146254465E+053         -1.8506026027893043E+035          0.0000000000000000E+000         -1.8506026027893043E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             270          1.7141116904851306E+007          2.1987743485732101E+000          1.8954492752279130E+001          2.0537512301797349E+002          2.3075856518873422E+002          7.3742302747451260E+000          6.9918729122343670E+000         -4.0812908968972321E-002         -2.1690720009283865E-001          1.0000000000000000E+001          8.9000000000000004E+000         -2.0838563967718038E+001         -2.0838563967718038E+001         -2.0838563967718038E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850273938587287E+053         -1.8506070330283183E+035          0.0000000000000000E+000         -1.8506070330283183E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             275          1.7170504878517479E+007          2.1987722462365329E+000          1.8954480670174789E+001          2.0537518847382304E+002          2.3075863873463263E+002          7.3742255742120779E+000          6.9918684554262009E+000         -3.8786657005886592E-002         -2.1606526710177795E-001          1.0000000000000000E+001          8.9000000000000004E+000         -2.0140855976182102E+001         -2.0140855976182102E+001         -2.0140855976182102E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850256775776852E+053         -1.8506112112661999E+035          0.0000000000000000E+000         -1.8506112112661999E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             280          1.7198264457048774E+007          2.1987702603877675E+000          1.8954469257521577E+001          2.0537525030292045E+002          2.3075870820552859E+002          7.3742211341284554E+000          6.9918642455630362E+000         -3.6862687257430408E-002         -2.1526735815341475E-001          1.0000000000000000E+001          8.9000000000000004E+000         -1.9483469356302081E+001         -1.9483469356302081E+001         -1.9483469356302081E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850240563926760E+053         -1.8506151552903085E+035          0.0000000000000000E+000         -1.8506151552903085E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             285          1.7224509602231268E+007          2.1987683828748956E+000          1.8954458467470513E+001          2.0537530875906484E+002          2.3075877388658958E+002          7.3742169362677004E+000          6.9918602653633668E+000         -3.5034337683800647E-002         -2.1450544287087728E-001          9.9999999999999982E+000          8.9000000000000004E+000         -1.8863045412765750E+001         -1.8863045412765750E+001         -1.8863045412765750E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850225236488132E+053         -1.8506188840123865E+035          0.0000000000000000E+000         -1.8506188840123865E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             290          1.7249331315262791E+007          2.1987666071883654E+000          1.8954448262611773E+001          2.0537536404491942E+002          2.3075883600552689E+002          7.3742129660755511E+000          6.9918565010275842E+000         -3.3296924129713197E-002         -2.1378313059765167E-001          9.9999999999999858E+000          8.9000000000000092E+000         -1.8277337266166267E+001         -1.8277337266166267E+001         -1.8277337266166267E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850210740320466E+053         -1.8506224102465766E+035          0.0000000000000000E+000         -1.8506224102465766E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             295          1.7272814969599880E+007          2.1987649272211653E+000          1.8954438607848864E+001          2.0537541635061578E+002          2.3075889477597073E+002          7.3742092098977379E+000          6.9918529396094042E+000         -3.1645869022850964E-002         -2.1309797234724939E-001          9.9999999999999538E+000          8.9000000000000377E+000         -1.7724198554552888E+001         -1.7724198554552888E+001         -1.7724198554552888E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850197025569290E+053         -1.8506257461937685E+035          0.0000000000000000E+000         -1.8506257461937685E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             300          1.7295039276523072E+007          2.1987633373428213E+000          1.8954429470823882E+001          2.0537546585145060E+002          2.3075895039488174E+002          7.3742056551454311E+000          6.9918495691727651E+000         -3.0076854326194877E-002         -2.1244761107821161E-001          9.9999999999998614E+000          8.9000000000001300E+000         -1.7201646532512953E+001         -1.7201646532512953E+001         -1.7201646532512953E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850184046270275E+053         -1.8506289030660708E+035          0.0000000000000000E+000         -1.8506289030660708E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             305          1.7316077019764077E+007          2.1987618323468556E+000          1.8954420821615589E+001          2.0537551270952233E+002          2.3075900304438701E+002          7.3742022901777515E+000          6.9918463786804548E+000         -2.8585754004298698E-002         -2.1182979865005508E-001          9.9999999999995843E+000          8.9000000000004054E+000         -1.6707816255651160E+001         -1.6707816255651160E+001         -1.6707816255651160E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850171759920383E+053         -1.8506318912914504E+035          0.0000000000000000E+000         -1.8506318912914504E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             310          1.7335996091052618E+007          2.1987604073766951E+000          1.8954412632313591E+001          2.0537555707604074E+002          2.3075905289436963E+002          7.3741991041360748E+000          6.9918433578370882E+000         -2.7168708966347072E-002         -2.1124373269502206E-001          9.9999999999988063E+000          8.9000000000011834E+000         -1.6241007375750979E+001         -1.6241007375750979E+001         -1.6241007375750979E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850160126873103E+053         -1.8506347204840112E+035          0.0000000000000000E+000         -1.8506347204840112E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             315          1.7354860346935812E+007          2.1987590578643310E+000          1.8954404876665841E+001          2.0537559909325205E+002          2.3075910010459862E+002          7.3741960868066414E+000          6.9918404969593002E+000         -2.5822027828849653E-002         -2.1068752101169841E-001          9.9999999999963425E+000          8.9000000000036472E+000         -1.5714252671712218E+001         -1.5714252671712218E+001         -1.5714252671712218E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850149109838116E+053         -1.8506373997430886E+035          0.0000000000000000E+000         -1.8506373997430886E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             320          1.7372723220121201E+007          2.1987577799873397E+000          1.8954397532705123E+001          2.0537563888021145E+002          2.3075914480873905E+002          7.3741932296423780E+000          6.9918377879446352E+000         -2.4540510102559050E-002         -2.1015967089565352E-001          9.9999999999900506E+000          8.9000000000099373E+000         -1.5304611493273002E+001         -1.5304611493273002E+001         -1.5304611493273002E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850138677612422E+053         -1.8506399375470284E+035          0.0000000000000000E+000         -1.8506399375470284E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             325          1.7389559390078370E+007          2.1987565755569300E+000          1.8954390610840704E+001          2.0537567638063132E+002          2.3075918694331321E+002          7.3741905366913230E+000          6.9918352346344719E+000         -2.3322650978143261E-002         -2.0966113450286569E-001          9.9999999999751719E+000          8.9000000000248161E+000         -1.4909793752426951E+001         -1.4909793752426951E+001         -1.4909793752426951E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850128844986071E+053         -1.8506423310723301E+035          0.0000000000000000E+000         -1.8506423310723301E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             330          1.7405497572863519E+007          2.1987554353643652E+000          1.8954384058150161E+001          2.0537571188145319E+002          2.3075922683023634E+002          7.3741879873605409E+000          6.9918328175104199E+000         -2.2167121120018798E-002         -2.0918827490017008E-001          9.9999999999416893E+000          8.9000000000582986E+000         -1.4543523287197942E+001         -1.4543523287197942E+001         -1.4543523287197942E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850119536788756E+053         -1.8506445942422446E+035          0.0000000000000000E+000         -1.8506445942422446E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             335          1.7420606182364728E+007          2.1987543545139512E+000          1.8954377846498122E+001          2.0537574553556598E+002          2.3075926464030678E+002          7.3741855706969091E+000          6.9918305262009417E+000         -2.1068553565498208E-002         -2.0873921683701760E-001          9.9999999998694644E+000          8.9000000001305288E+000         -1.4190458064547581E+001         -1.4190458064547581E+001         -1.4190458064547581E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850110713067329E+053         -1.8506467398860714E+035          0.0000000000000000E+000         -1.8506467398860714E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             340          1.7434926607063267E+007          2.1987533300418920E+000          1.8954371958851791E+001          2.0537577743611581E+002          2.3075930047633241E+002          7.3741832800605689E+000          6.9918283544360795E+000         -2.0023853785097613E-002         -2.0831283884230720E-001          9.9999999997207265E+000          8.9000000002792667E+000         -1.3862159502898935E+001         -1.3862159502898935E+001         -1.3862159502898935E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850102349651739E+053         -1.8506487737346372E+035          0.0000000000000000E+000         -1.8506487737346372E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             345          1.7448479789245490E+007          2.1987523604445025E+000          1.8954366386569639E+001          2.0537580763151291E+002          2.3075933438931759E+002          7.3741811120652532E+000          6.9918262990520539E+000         -1.9032099417355602E-002         -2.0790864319960217E-001          9.9999999994263149E+000          8.9000000005736766E+000         -1.3545590357544276E+001         -1.3545590357544276E+001         -1.3545590357544276E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850094434312764E+053         -1.8506506985664110E+035          0.0000000000000000E+000         -1.8506506985664110E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             350          1.7461344015623711E+007          2.1987514401115980E+000          1.8954361097410018E+001          2.0537583629920084E+002          2.3075936657275014E+002          7.3741790541251850E+000          6.9918243481971514E+000         -1.8089279395585724E-002         -2.0752439808859105E-001          9.9999999988660999E+000          8.9000000011338933E+000         -1.3251339967658042E+001         -1.3251339967658042E+001         -1.3251339967658042E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850086921330678E+053         -1.8506525251399430E+035          0.0000000000000000E+000         -1.8506525251399430E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             355          1.7473544886231069E+007          2.1987505671952778E+000          1.8954356080753165E+001          2.0537586350141359E+002          2.3075939708657111E+002          7.3741771020371996E+000          6.9918224980243489E+000         -1.7193075872864866E-002         -2.0715942956692845E-001          9.9999999978363263E+000          8.9000000021636669E+000         -1.2967283047961885E+001         -1.2967283047961885E+001         -1.2967283047961885E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850079795755651E+053         -1.8506542577898181E+035          0.0000000000000000E+000         -1.8506542577898181E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             360          1.7485116225325175E+007          2.1987497392494331E+000          1.8954351322541363E+001          2.0537588932179955E+002          2.3075942600886094E+002          7.3741752502181601E+000          6.9918207434601714E+000         -1.6341316066210476E-002         -2.0681280820845327E-001          9.9999999960123986E+000          8.9000000039875982E+000         -1.2703194861667098E+001         -1.2703194861667098E+001         -1.2703194861667098E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850073037834659E+053         -1.8506559011661164E+035          0.0000000000000000E+000         -1.8506559011661164E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             365          1.7496091991409328E+007          2.1987489538027334E+000          1.8954346808571959E+001          2.0537591384921186E+002          2.3075945341416281E+002          7.3741734929612814E+000          6.9918190794438093E+000         -1.5531793715464863E-002         -2.0648359089408974E-001          9.9999999928781946E+000          8.9000000071217986E+000         -1.2448144559582637E+001         -1.2448144559582637E+001         -1.2448144559582637E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850066627736129E+053         -1.8506574601841012E+035          0.0000000000000000E+000         -1.8506574601841012E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             370          1.7506504162027314E+007          2.1987482085051631E+000          1.8954342525339470E+001          2.0537593717449457E+002          2.3075947936700896E+002          7.3741718247432431E+000          6.9918175012579402E+000         -1.4762408200017967E-002         -2.0617088508600931E-001          9.9999999876676657E+000          8.9000000123323275E+000         -1.2211014834780205E+001         -1.2211014834780205E+001         -1.2211014834780205E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850060546785272E+053         -1.8506589395417312E+035          0.0000000000000000E+000         -1.8506589395417312E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             375          1.7516382685818475E+007          2.1987475011209923E+000          1.8954338459995220E+001          2.0537595939366818E+002          2.3075950391919903E+002          7.3741702401633207E+000          6.9918160045582196E+000         -1.4031164514763519E-002         -2.0587385127462404E-001          9.9999999792362431E+000          8.9000000207637520E+000         -1.1981863199456264E+001         -1.1981863199456264E+001         -1.1981863199456264E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850054777492153E+053         -1.8506603437155020E+035          0.0000000000000000E+000         -1.8506603437155020E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             380          1.7525755906488791E+007          2.1987468294927379E+000          1.8954334600140189E+001          2.0537598061066515E+002          2.3075952710944739E+002          7.3741687338382453E+000          6.9918145853210332E+000         -1.3336168923728461E-002         -2.0559169116379886E-001          9.9999999659909129E+000          8.9000000340090839E+000         -1.1768810454940578E+001         -1.1768810454940578E+001         -1.1768810454940578E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850049303304067E+053         -1.8506616770480651E+035          0.0000000000000000E+000         -1.8506616770480651E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             385          1.7534650519675750E+007          2.1987461915270630E+000          1.8954330933744014E+001          2.0537600094263442E+002          2.3075954895901140E+002          7.3741673002966479E+000          6.9918132398864064E+000         -1.2675621452976897E-002         -2.0532364969015565E-001          9.9999999456794022E+000          8.9000000543205946E+000         -1.1562815440583831E+001         -1.1562815440583831E+001         -1.1562815440583831E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850044108630723E+053         -1.8506629437638213E+035          0.0000000000000000E+000         -1.8506629437638213E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             390          1.7543091702559024E+007          2.1987455851891169E+000          1.8954327449112437E+001          2.0537602051909323E+002          2.3075956947291311E+002          7.3741659339819892E+000          6.9918119649306805E+000         -1.2047807216493447E-002         -2.0506901187472459E-001          9.9999999154345414E+000          8.9000000845654572E+000         -1.1373289312001519E+001         -1.1373289312001519E+001         -1.1373289312001519E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850039178768580E+053         -1.8506641480224867E+035          0.0000000000000000E+000         -1.8506641480224867E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             395          1.7551103065061122E+007          2.1987450084570335E+000          1.8954324134625814E+001          2.0537603949721549E+002          2.3075958862765978E+002          7.3741646289396989E+000          6.9918107575776327E+000         -1.1451112551090608E-002         -2.0482710479145755E-001          9.9999998711731433E+000          8.9000001288268571E+000         -1.1187560597737242E+001         -1.1187560597737242E+001         -1.1187560597737242E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850034499929344E+053         -1.8506652939513276E+035          0.0000000000000000E+000         -1.8506652939513276E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             400          1.7558707409258459E+007          2.1987444593004017E+000          1.8954320978615396E+001          2.0537605805321513E+002          2.3075960638128393E+002          7.3741633789103984E+000          6.9918096152138629E+000         -1.0883989935881742E-002         -2.0459727553277129E-001          9.9999998079984476E+000          8.9000001920015528E+000         -1.1012070497430395E+001         -1.1012070497430395E+001         -1.1012070497430395E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850030058796465E+053         -1.8506663857623562E+035          0.0000000000000000E+000         -1.8506663857623562E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             405          1.7565925869352311E+007          2.1987439357008403E+000          1.8954317969481554E+001          2.0537607639329920E+002          2.3075962266102997E+002          7.3741621771994534E+000          6.9918085357058990E+000         -1.0344965143574664E-002         -2.0437845145794997E-001          9.9999997196977333E+000          8.9000002803022671E+000         -1.0850295706922184E+001         -1.0850295706922184E+001         -1.0850295706922184E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850025843027426E+053         -1.8506674277379499E+035          0.0000000000000000E+000         -1.8506674277379499E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             410          1.7572778424089745E+007          2.1987434355893103E+000          1.8954315095333527E+001          2.0537609476298584E+002          2.3075963735818081E+002          7.3741610164247033E+000          6.9918075173775298E+000         -9.8326482657644185E-003         -2.0416975354069083E-001          9.9999995984230665E+000          8.9000004015769321E+000         -1.0691861091995868E+001         -1.0691861091995868E+001         -1.0691861091995868E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850021840954463E+053         -1.8506684242030988E+035          0.0000000000000000E+000         -1.8506684242030988E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             415          1.7579284044602603E+007          2.1987429568867989E+000          1.8954312344223226E+001          2.0537611343133042E+002          2.3075965034114159E+002          7.3741598888282107E+000          6.9918065588789746E+000         -9.3457151366498955E-003         -2.0397094636192450E-001          9.9999994353199959E+000          8.9000005646800009E+000         -1.0542017483115478E+001         -1.0542017483115478E+001         -1.0542017483115478E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850018041498262E+053         -1.8506693796555683E+035          0.0000000000000000E+000         -1.8506693796555683E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             420          1.7585460689271454E+007          2.1987424974465757E+000          1.8954309703813387E+001          2.0537613270916964E+002          2.3075966144101440E+002          7.3741587858968760E+000          6.9918056593105673E+000         -8.8829071210671674E-003         -2.0378212253108291E-001          9.9999992198148515E+000          8.9000007801851453E+000         -1.0403898165215283E+001         -1.0403898165215283E+001         -1.0403898165215283E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850014434170922E+053         -1.8506702988412569E+035          0.0000000000000000E+000         -1.8506702988412569E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             425          1.7591325352741804E+007          2.1987420550232550E+000          1.8954307161199772E+001          2.0537615295785193E+002          2.3075967044491202E+002          7.3741576981750407E+000          6.9918048182734029E+000         -8.4430278218342036E-003         -2.0360298461421064E-001          9.9999989392781377E+000          8.9000010607218591E+000         -1.0268535033339113E+001         -1.0268535033339113E+001         -1.0268535033339113E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850011009047367E+053         -1.8506711865641617E+035          0.0000000000000000E+000         -1.8506711865641617E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             430          1.7596890949687343E+007          2.1987416276375367E+000          1.8954304705007324E+001          2.0537617453774200E+002          2.3075967712333841E+002          7.3741566166908719E+000          6.9918040360419109E+000         -8.0245589365067881E-003         -2.0343303272092300E-001          9.9999985807639824E+000          8.9000014192360144E+000         -1.0140375258847111E+001         -1.0140375258847111E+001         -1.0140375258847111E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850007758585289E+053         -1.8506720476578936E+035          0.0000000000000000E+000         -1.8506720476578936E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             435          1.7602161450879216E+007          2.1987412138872680E+000          1.8954302327177871E+001          2.0537619780898117E+002          2.3075968120886040E+002          7.3741555334928970E+000          6.9918033143795926E+000         -7.6267703079473349E-003         -2.0327203644481523E-001          9.9999981305574828E+000          8.9000018694425105E+000         -1.0020710648729816E+001         -1.0020710648729816E+001         -1.0020710648729816E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850004680465852E+053         -1.8506728853621021E+035          0.0000000000000000E+000         -1.8506728853621021E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             440          1.7607152038154077E+007          2.1987408113844507E+000          1.8954300013987552E+001          2.0537622321443544E+002          2.3075968241650335E+002          7.3741544376335932E+000          6.9918026537386071E+000         -7.2488010004700025E-003         -2.0311948935716662E-001          9.9999975726890113E+000          8.9000024273109801E+000         -9.9072533358333050E+000         -9.9072533358333050E+000         -9.9072533358333050E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          1.0000000000000000E+000          1.0000000000000000E+000          5.3850001765822640E+053         -1.8506737049026215E+035          0.0000000000000000E+000         -1.8506737049026215E+035          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
