                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r24.08.1"                               "gfortran"                                 "13.3.0"                   "aarch64-macos-24.7.1"                                 "CRMATH"                               "20250212"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142                                      143                                      144                                      145                                      146                                      147                                      148                                      149                                      150                                      151                                      152                                      153                                      154                                      155                                      156                                      157                                      158                                      159                                      160                                      161                                      162                                      163                                      164                                      165                                      166                                      167                                      168                                      169                                      170                                      171                                      172                                      173                                      174                                      175                                      176                                      177                                      178                                      179                                      180                                      181                                      182                                      183                                      184                                      185                                      186                                      187                                      188                                      189                                      190                                      191                                      192                                      193                                      194                                      195                                      196                                      197                                      198                                      199                                      200                                      201                                      202                                      203                                      204                                      205                                      206                                      207                                      208                                      209                                      210                                      211                                      212                                      213                                      214                                      215                                      216                                      217                                      218                                      219                                      220                                      221                                      222                                      223                                      224                                      225                                      226                                      227                                      228                                      229                                      230                                      231                                      232                                      233                                      234                                      235                                      236                                      237                                      238                                      239                                      240                                      241                                      242                                      243                                      244                                      245                                      246                                      247                                      248                                      249                                      250                                      251                                      252                                      253                                      254 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                              mix_type_21                              mix_qtop_21                              mix_type_22                              mix_qtop_22                              mix_type_23                              mix_qtop_23                              mix_type_24                              mix_qtop_24                              mix_type_25                              mix_qtop_25                              mix_type_26                              mix_qtop_26                              mix_type_27                              mix_qtop_27                              mix_type_28                              mix_qtop_28                              mix_type_29                              mix_qtop_29                              mix_type_30                              mix_qtop_30                              mix_type_31                              mix_qtop_31                              mix_type_32                              mix_qtop_32                              mix_type_33                              mix_qtop_33                              mix_type_34                              mix_qtop_34                              mix_type_35                              mix_qtop_35                              mix_type_36                              mix_qtop_36                              mix_type_37                              mix_qtop_37                              mix_type_38                              mix_qtop_38                              mix_type_39                              mix_qtop_39                              mix_type_40                              mix_qtop_40                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             burn_type_11                             burn_qtop_11                             burn_type_12                             burn_qtop_12                             burn_type_13                             burn_qtop_13                             burn_type_14                             burn_qtop_14                             burn_type_15                             burn_qtop_15                             burn_type_16                             burn_qtop_16                             burn_type_17                             burn_qtop_17                             burn_type_18                             burn_qtop_18                             burn_type_19                             burn_qtop_19                             burn_type_20                             burn_qtop_20                             burn_type_21                             burn_qtop_21                             burn_type_22                             burn_qtop_22                             burn_type_23                             burn_qtop_23                             burn_type_24                             burn_qtop_24                             burn_type_25                             burn_qtop_25                             burn_type_26                             burn_qtop_26                             burn_type_27                             burn_qtop_27                             burn_type_28                             burn_qtop_28                             burn_type_29                             burn_qtop_29                             burn_type_30                             burn_qtop_30                             burn_type_31                             burn_qtop_31                             burn_type_32                             burn_qtop_32                             burn_type_33                             burn_qtop_33                             burn_type_34                             burn_qtop_34                             burn_type_35                             burn_qtop_35                             burn_type_36                             burn_qtop_36                             burn_type_37                             burn_qtop_37                             burn_type_38                             burn_qtop_38                             burn_type_39                             burn_qtop_39                             burn_type_40                             burn_qtop_40                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                     Teff                                 log_Teff                 photosphere_black_body_T               photosphere_column_density                  photosphere_cell_free_e                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                             log_center_P                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                              center_neut                                center_h1                                center_h2                               center_he3                               center_he4                               center_li7                               center_be7                                center_b8                               center_c12                               center_c13                               center_n13                               center_n14                               center_n15                               center_o16                               center_o17                               center_o18                               center_f19                              center_ne22                             surface_neut                               surface_h1                               surface_h2                              surface_he3                              surface_he4                              surface_li7                              surface_be7                               surface_b8                              surface_c12                              surface_c13                              surface_n13                              surface_n14                              surface_n15                              surface_o16                              surface_o17                              surface_o18                              surface_f19                             surface_ne22                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                      601                  2.5000000000000002E-006                 -5.6020599913279616E+000                  3.0012077059117685E-002                  3.1775801963236315E+001                 -9.8999999999999986E+001                  3.0008176526527191E-002                  9.9986792903513366E-001                  9.8406176540777324E-008                  9.9999999979159326E-001                  9.9993974446208200E-001                  9.9986792903513366E-001                  9.8406176540777324E-008                  9.9999999979159326E-001                  9.9993974446208200E-001                                        1                  9.9987003456699086E-001                                        0                  9.9988624540273663E-001                                        1                  9.9989259481079673E-001                                        0                  9.9993974446208200E-001                                        1                  9.9999999979631959E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5671200352498837E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.5671200352498837E+000                  1.5671200352498837E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3846210180013251E+031                  2.5146823949298811E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  7.6639504745952172E-002                                        4                  2.2919796952184565E-001                                        3                  3.7674288191412542E-001                                        2                  5.0364366402269412E-001                                        1                  6.0865638522568899E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4042550110970330E+002                  2.8694813679421665E+000                  7.4042550110970330E+002                  0.0000000000000000E+000                  1.0000000000000026E-004                 -5.5479185088574035E+000                 -9.9026882944853711E-001                  4.8959013390758495E+000                  0.0000000000000000E+000                  5.9123646395916643E+000                  2.2790010295811136E+000                  1.6737042806943169E+001                  1.6737042806943169E+001                  2.2790010295811136E+000                  5.9123646395916643E+000                  7.2089381510716422E-001                  8.6731829983396913E-001                  1.2553537300622555E+000                  0.0000000000000000E+000                  7.3489999999934064E-001                  2.7499998681287518E-005                  8.5000001978068729E-005                  2.3999999999999996E-001                  2.3263993480547470E-008                  3.3683700640340460E-050                  6.0345756778340527E-086                  5.8148110247151575E-003                  7.0584459788914991E-005                  0.0000000000000000E+000                  1.7183467062381426E-003                  6.7672540833669643E-006                  1.4237239820940488E-002                  5.6421538355942710E-006                  3.2125089940806710E-005                  1.2569312001782607E-006                  3.1007032952639220E-003                  0.0000000000000000E+000                  7.3490000000000000E-001                  2.7500000000000001E-005                  8.5000000000000020E-005                  2.3999999999999999E-001                  2.3263993480547467E-008                  6.2170786384323322E-093                  0.0000000000000000E+000                  5.8148110247151575E-003                  7.0584459788914991E-005                  0.0000000000000000E+000                  1.7183467062381423E-003                  6.7672540833669634E-006                  1.4237239820940490E-002                  5.6421538355942710E-006                  3.2125089940806710E-005                  1.2569312001782607E-006                  3.1007032952639216E-003                  2.2055875430744522E-002                  7.2028984941882391E-003                                        2                                       15 
                                       2                                      747                  5.4999999999999999E-006                 -5.5228787452803374E+000                  3.0012077059117685E-002                  3.1775801963236315E+001                 -9.8999999999999986E+001                  2.5465683388599059E-002                  8.4248388118185435E-001                  9.8406175708110055E-008                  9.9600709990362901E-001                  9.2222447573563071E-001                  8.4248388118185435E-001                  9.8406175708110055E-008                  9.9600709990362901E-001                  9.2222447573563071E-001                                        1                  8.4851452761622737E-001                                        0                  8.7052003657078703E-001                                        1                  9.0759338699795755E-001                                        0                  9.2222447573563071E-001                                        1                  9.9619770702837307E-001                                        0                  9.9716814170395474E-001                                        1                  9.9884195943025633E-001                                        0                  9.9909855808877224E-001                                        1                  9.9955444535255600E-001                                        0                  9.9966044223852268E-001                                        1                  9.9981999076412176E-001                                        0                  9.9983531711343643E-001                                        1                  9.9989810665039758E-001                                        0                  9.9994629436380078E-001                                        1                  9.9997768830971312E-001                                        0                  9.9998172786865713E-001                                        1                  9.9999999864125688E-001                                        0                  9.9999999990939581E-001                                        1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5662517842816752E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.5662517842816752E+000                  1.5662517842816752E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3758713879790325E+031                  2.5023305926558997E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  7.6615600076927012E-002                                        4                  2.2915677718974095E-001                                        3                  3.7667425105494240E-001                                        2                  5.0361383385323144E-001                                        1                  6.0863852056303813E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.1006954232307680E+002                  2.9085223035092169E+000                  8.1006954232307680E+002                  0.0000000000000000E+000                  1.0000000000000009E-004                 -5.3917554202345377E+000                 -9.9026915627120593E-001                  4.8959019927211873E+000                  0.0000000000000000E+000                  5.9121249806372509E+000                  2.2790093869682000E+000                  1.6736994179333951E+001                  1.6736994179333951E+001                  2.2790093869682000E+000                  5.9121249806372509E+000                  7.2089381513656736E-001                  8.6731829983396913E-001                  1.2553537300632902E+000                  1.0007541367543901E-099                  7.3489999999868405E-001                  2.7499997368166936E-005                  8.5000003947749658E-005                  2.3999999999999996E-001                  2.3263993480547470E-008                  5.9372118813157101E-050                  1.0565993648401466E-085                  5.8148110247151575E-003                  7.0584459788914991E-005                  0.0000000000000000E+000                  1.7183467062381421E-003                  6.7672540833669626E-006                  1.4237239820940484E-002                  5.6421538355942710E-006                  3.2125089940806703E-005                  1.2569312001782607E-006                  3.1007032952639216E-003                  9.9486181892430693E-100                  7.3490000000000000E-001                  2.7500000000000001E-005                  8.5000000000000006E-005                  2.3999999999999999E-001                  2.3263993480547467E-008                  1.7923298740483807E-092                  9.9486181892430693E-100                  5.8148110247151575E-003                  7.0584459788914991E-005                  9.9486181892430693E-100                  1.7183467062381423E-003                  6.7672540833669634E-006                  1.4237239820940490E-002                  5.6421538355942710E-006                  3.2125089940806710E-005                  1.2569312001782605E-006                  3.1007032952639216E-003                  2.2055875430743291E-002                  7.2028984941882564E-003                                        2                                        7 
                                       3                                      756                  8.0050380871602555E-006                 -5.6011856666359430E+000                  3.0012077059117685E-002                  3.1775801963236315E+001                 -9.8999999999999986E+001                  2.5465683388599478E-002                  8.4248388118185435E-001                  9.8406176096688114E-008                  9.9600709990362901E-001                  9.2084345027801640E-001                  8.4248388118185435E-001                  9.8406176096688114E-008                  9.9600709990362901E-001                  9.2084345027801640E-001                                        1                  8.4851452761624147E-001                                        0                  8.6540812958394997E-001                                        1                  9.1030069148115611E-001                                        0                  9.2084345027801640E-001                                        1                  9.9619770702837518E-001                                        0                  9.9702518754091096E-001                                        1                  9.9884195943024856E-001                                        0                  9.9909855808876902E-001                                        1                  9.9957638336206900E-001                                        0                  9.9963596554290224E-001                                        1                  9.9990265761863240E-001                                        0                  9.9994150416601890E-001                                        1                  9.9999999923234106E-001                                        0                  9.9999999984994947E-001                                        1                  9.9999999999393296E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  1.5656334903025662E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.5656334903025662E+000                  1.5656334903025662E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3758128269791510E+031                  2.5024837009690712E+031                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        5                  7.6574744445560297E-002                                        4                  2.2914720248406548E-001                                        3                  3.7669817284455154E-001                                        2                  5.0365765252064876E-001                                        1                  6.0867730856484836E-001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.3423037951633648E+002                  2.9212860011608233E+000                  8.3423037951633648E+002                  0.0000000000000000E+000                  1.0000000000000026E-004                 -5.3406983676256523E+000                 -9.9026802526997559E-001                  4.8958997307187264E+000                  0.0000000000000000E+000                  5.9119962199141858E+000                  2.2790393884014475E+000                  1.6737007230802543E+001                  1.6737007230802543E+001                  2.2790393884014475E+000                  5.9119962199141858E+000                  7.2089381515828233E-001                  8.6731829983396913E-001                  1.2553537300640472E+000                  1.0018217472860939E-099                  7.3489999999820366E-001                  2.7499996407554097E-005                  8.5000005388668914E-005                  2.3999999999999996E-001                  2.3263993480547470E-008                  7.5114299976473743E-050                  1.3286510095067623E-085                  5.8148110247151566E-003                  7.0584459788914991E-005                  1.0114619483491187E-099                  1.7183467062381421E-003                  6.7672540833669626E-006                  1.4237239820940484E-002                  5.6421538355942710E-006                  3.2125089940806703E-005                  1.2569312001782607E-006                  3.1007032952639216E-003                  1.0000000000000000E-099                  7.3490000000000000E-001                  2.7500000000000001E-005                  8.5000000000000006E-005                  2.3999999999999999E-001                  2.3263993480547467E-008                  4.5014754762028295E-092                  1.0000000000000000E-099                  5.8148110247151575E-003                  7.0584459788914991E-005                  1.0000000000000000E-099                  1.7183467062381423E-003                  6.7672540833669634E-006                  1.4237239820940490E-002                  5.6421538355942710E-006                  3.2125089940806710E-005                  1.2569312001782605E-006                  3.1007032952639216E-003                  2.2055875430742212E-002                  7.2028984941882521E-003                                        2                                        7 
